# Font	Codepoint	Character	Name	SVG file	ID	Scale	X offset	Y offset	Zoom	Flags
fi	U+E600		Tex	LaTeX.svg	tex	1	0	0	1	
fi	U+0074	t	Textile	Textile.svg	textile	1	0	0	1	
fi	U+2122	™	TextMate	TextMate.svg	textmate	1	0	0	1	
fi	U+EAE1		TFS	TFS.svg	tfs	1	0	0	1	
fi	U+E9D8		Thor	Thor.svg	thor	1	0	0	1	
fi	U+EB8A		Tilt	Tilt.svg	tilt	1	0	0	1	
fi	U+EA01		TinyMCE	TinyMCE.svg	tinymce	1	0	0	1	
fi	U+EAA9		Tipe	Tipe.svg	tipe	1	0	0	1	
fi	U+EAB2		TLA+	TLA+.svg	tla	1	0	0	1	
fi	U+EA8C		tmux	tmux.svg	tmux	1	0	0	1	
fi	U+1F143	🅃	TOML	TOML.svg	toml	1	0	0	1	
fi	U+EA93		TortoiseSVN	TortoiseSVN.svg	tortoise	1	0	0	1	
fi	U+EB34		TOTVS	TOTVS.svg	totvs	1	0	0	1	
fi	U+EB3B		Truffle	Truffle.svg	truffle	1	0	0	1	
fi	U+E9E7		TSX	TSX.svg	tsx	1	0	0	1	
fi	U+E9D1		TSX, Alt	TSX-Alt.svg	tsx-alt	1	0	0	1	
fi	U+2476	⑶	TTCN-3	TTCN-3.svg	ttcn3	1	0	0	1	
fi	U+E9B6		Turing	Turing.svg	turing	1	0	0	1	
fi	U+2E19	⸙	Twig	Twig.svg	twig	1	0	0	1	
fi	U+EA5D		Twine	Twine.svg	twine	1	0	0	1	
fi	U+E9C1		TXL	TXL.svg	txl	1	0	0	1	
fi	U+E9FE		TypeDoc	TypeDoc.svg	typedoc	1	0	0	1	
fi	U+02A6	ʦ	TypeScript	TypeScript.svg	ts	1	0	0	1	
fi	U+E912		TypeScript, Alt	TypeScript-Alt.svg	ts-alt	1	0	0	1	
fi	U+E9DF		Typings	Typings.svg	typings	1	0	0	1	
fi	U+1F144	🅄	UFO	UFO.svg	ufo	1	0	0	1	
fi	U+EAC4		Unibeautify	Unibeautify.svg	unibeautify	1	0	0	1	
fi	U+EB6E		Unicode	Unicode.svg	unicode	1	0	0	1	
fi	U+E9B3		UNO	UNO.svg	uno	1	0	0	1	
fi	U+0075	u	UnrealScript	UnrealScript.svg	unreal	1	0	0	1	
fi	U+E9BA		UrWeb	UrWeb.svg	urweb	1	0	0	1	
fi	U+0076	v	V	V.svg	v	1	0	0	1	
fi	U+EA1F		V8	V8.svg	v8	1	0	0	1	
fi	U+EAAC		V8, Turbofan	V8-Turbofan.svg	v8-turbofan	1	0	0	1	
fi	U+0056	V	Vagrant	Vagrant.svg	vagrant	1	0	0	1	
fi	U+1D4B1	𝒱	Vala	Vala.svg	vala	1	0	0	1	
fi	U+EB5C		VAX	VAX.svg	vax	1	0	0	1	
fi	U+E9B4		VCL	VCL.svg	varnish	1	0	0	1	
fi	U+2B94	⮔	Velocity	Velocity.svg	velocity	1	0	0	1	
fi	U+E949		Verilog	Verilog.svg	verilog	1	0	0	1	
fi	U+EA79		VertexShader	VertexShader.svg	vertex	1	0	0	1	
fi	U+E9AA		VHDL	VHDL.svg	vhdl	1	0	0	1	
fi	U+F057		Video	Video.svg	video	1	0	0	1	
fi	U+EA3E		VirtualBox	VirtualBox.svg	virtualbox	1	0	0	1	
fi	U+EA2E		VirtualBox, Alt	VirtualBox-Alt.svg	virtualbox-alt	1	0	0	1	
fi	U+2607	☇	Vite	Vite.svg	vite-icon	1	0	0	1	
fi	U+EA49		VMware	VMware.svg	vmware	1	0	0	1	
fi	U+24CB	Ⓥ	V-Ray	V-Ray.svg	vray	1	0	0	1	
fi	U+EB22		VSCode	VSCode.svg	vscode	1	0	0	1	
fi	U+EAC0		VSTS	VSTS.svg	vsts	1	0	0	1	
fi	U+E906		Vue	Vue.svg	vue	1	0	0	1	
fi	U+EB31		Vyper	Vyper.svg	vyper	1	0	0	1	
fi	U+EBAC		W3C	W3C.svg	w3c	1	0	0	1	
fi	U+231F	⌟	Wallaby	Wallaby.svg	wallaby	1	0	0	1	
fi	U+EABA		Walt	Walt.svg	walt	1	0	0	1	
fi	U+2162	Ⅲ	Warcraft III	Warcraft-III.svg	warcraft3	1	0	0	1	
fi	U+EB40		WASI	WASI.svg	wasi	1	0	0	1	
fi	U+EA4F		Watchman	Watchman.svg	watchman	1	0	0	1	
fi	U+EAB1		WDL	WDL.svg	wdl	1	0	0	1	
fi	U+EA70		WebAssembly	WebAssembly.svg	wasm	1	0	0	1	
fi	U+EA7B		WebGL	WebGL.svg	webgl	1	0	0	1	
fi	U+EB35		Webhint	Webhint.svg	webhint	1	0	0	1	
fi	U+EA61		Webpack	Webpack.svg	webpack	1	0	0	1	
fi	U+E91E		Webpack, Old	Webpack-Old.svg	webpack-old	1	0	0	1	
fi	U+EB24		WebVTT	WebVTT.svg	webvtt	1	0	0	1	
fi	U+8A00	言	Wenyan	Wenyan.svg	wenyan	1	0	0	1	
fi	U+EA19		Wercker	Wercker.svg	wercker	1	0	0	1	
fi	U+EB38		Wget	Wget.svg	wget	1	0	0	1	
fi	U+EBB7		WinUI	WinUI.svg	winui	1	0	0	1	
fi	U+1F377	🍷	Wine	Wine.svg	wine	1	0	0	1	
fi	U+EAB0		WiX	WiX.svg	wix	1	0	0	1	
fi	U+1F43A	🐺	Wolfram	Wolfram.svg	wolfram	1	0	0	1	
fi	U+EAA8		Workbox	Workbox.svg	workbox	1	0	0	1	
fi	U+1F32D	🌭	Wurst	Wurst.svg	wurst	1	0	0	1	
fi	U+2169	Ⅹ	X10	X10.svg	x10	1	0	0	1	
fi	U+EA77		Xamarin	Xamarin.svg	xamarin	1	0	0	1	
fi	U+EB94		xmake	xmake.svg	xmake	1	0	0	1	
fi	U+0058	X	XMOS	XMOS.svg	xmos	1	0	0	1	
fi	U+E9C5		XPages	XPages.svg	xpages	1	0	0	1	
fi	U+E9C6		Xtend	Xtend.svg	xtend	1	0	0	1	
fi	U+EB04		Xubuntu	Xubuntu.svg	xubuntu	1	0	0	1	
fi	U+0079	y	YAML	YAML.svg	yaml	1	0	0	1	
fi	U+0059	Y	YAML, Alt 1	YAML-Alt1.svg	yaml-alt1	1	0	0	1	
fi	U+EA9E		YAML, Alt 2	YAML-Alt2.svg	yaml-alt2	1	0	0	1	
fi	U+EA9D		YAML, Alt 3	YAML-Alt3.svg	yaml-alt3	1	0	0	1	
fi	U+EA9C		YAML, Alt 4	YAML-Alt4.svg	yaml-alt4	1	0	0	1	
fi	U+EB9D		YAMLLint	YAMLLint.svg	yamllint	1	0	0	1	
fi	U+042F	Я	Yandex	Yandex.svg	yandex	1	0	0	1	
fi	U+262F	☯	YANG	YANG.svg	yang	1	0	0	1	
fi	U+EA9F		YARA	YARA.svg	yara	1	0	0	1	
fi	U+EA1A		Yarn	Yarn.svg	yarn	1	0	0	1	
fi	U+EA73		Yasm	Yasm.svg	yasm	1	0	0	1	
fi	U+1F480	💀	Yorick	Yorick.svg	yorick	1	0	0	1	
fi	U+EA00		YUI	YUI.svg	yui	1	0	0	1	
fi	U+E9F2		ZBrush	ZBrush.svg	zbrush	1	0	0	1	
fi	U+25B2	▲	Zeit	Zeit.svg	zeit	1	0	0	1	
fi	U+E9C7		Zephir	Zephir.svg	zephir	1	0	0	1	
fi	U+007A	z	Zig	Zig.svg	zig	1	0	0	1	
fi	U+EB56		Zilog	Zilog.svg	zilog	1	0	0	1	
fi	U+E9C8		Zimpl	Zimpl.svg	zimpl	1	0	0	1	
fi	U+01B6	ƶ	Zork	Zork.svg	zork	1	0	0	1	
fi	U+EB01		ZorinOS	ZorinOS.svg	zorinos	1	0	0	1	
